source,region,date,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,model
deaths,Wales,2020-11-08,estimate based on partial data,0.91,0.9,0.16,0.63,0.78,0.86,0.96,1.03,1.13,single breakpoint
deaths,Wales,2020-11-09,estimate based on partial data,0.92,0.91,0.22,0.54,0.76,0.86,0.98,1.06,1.2,single breakpoint
deaths,Wales,2020-11-10,estimate based on partial data,0.92,0.91,0.22,0.54,0.76,0.86,0.98,1.06,1.2,single breakpoint
deaths,Wales,2020-11-11,estimate based on partial data,0.92,0.91,0.22,0.54,0.76,0.86,0.98,1.06,1.2,single breakpoint
deaths,Wales,2020-11-12,estimate based on partial data,0.92,0.91,0.22,0.54,0.76,0.86,0.98,1.06,1.2,single breakpoint
deaths,Wales,2020-11-13,estimate based on partial data,0.92,0.91,0.22,0.54,0.76,0.86,0.98,1.06,1.2,single breakpoint
deaths,Wales,2020-11-14,estimate based on partial data,0.92,0.91,0.22,0.54,0.76,0.86,0.98,1.06,1.2,single breakpoint
deaths,Wales,2020-11-15,estimate based on partial data,0.92,0.91,0.22,0.54,0.76,0.86,0.98,1.06,1.2,single breakpoint
deaths,Wales,2020-11-16,estimate based on partial data,0.92,0.91,0.22,0.54,0.76,0.86,0.98,1.06,1.2,single breakpoint
deaths,Northern Ireland,2020-10-16,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-17,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-18,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-19,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-20,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-21,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-22,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-23,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-24,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-25,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-26,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-27,estimate,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-28,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-29,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-30,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-10-31,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-01,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-02,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-03,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-04,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-05,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-06,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-07,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-08,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-09,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-10,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-11,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-12,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-13,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-14,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-15,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Northern Ireland,2020-11-16,estimate based on partial data,0.96,0.96,0.13,0.75,0.87,0.93,1,1.06,1.17,single breakpoint
deaths,Wales,2020-09-28,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-09-29,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-09-30,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-01,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-02,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-03,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-04,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-05,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-06,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-07,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-08,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-09,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-10,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-11,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-12,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-13,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-14,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-15,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-16,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-17,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-18,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-19,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-20,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-21,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-22,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Wales,2020-10-23,estimate,1.15,1.15,0.06,1.06,1.11,1.14,1.16,1.19,1.25,single breakpoint
deaths,Northern Ireland,2020-09-28,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-09-29,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-09-30,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-01,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-02,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-03,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-04,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-05,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-06,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-07,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-08,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-09,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-10,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-11,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-12,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-13,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-14,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
deaths,Northern Ireland,2020-10-15,estimate,1.29,1.3,0.13,1.11,1.2,1.26,1.33,1.38,1.52,single breakpoint
cases,Wales,2020-11-09,estimate based on partial data,0.8,0.8,0.1,0.65,0.74,0.78,0.82,0.86,0.96,random walk + breakpoint
cases,Wales,2020-11-10,estimate based on partial data,0.8,0.8,0.1,0.65,0.74,0.78,0.82,0.86,0.96,random walk + breakpoint
cases,Wales,2020-11-11,estimate based on partial data,0.8,0.8,0.1,0.65,0.74,0.78,0.82,0.86,0.96,random walk + breakpoint
cases,Wales,2020-11-12,estimate based on partial data,0.8,0.8,0.1,0.65,0.74,0.78,0.82,0.86,0.96,random walk + breakpoint
cases,Wales,2020-11-13,estimate based on partial data,0.8,0.8,0.1,0.65,0.74,0.78,0.82,0.86,0.96,random walk + breakpoint
cases,Wales,2020-11-14,estimate based on partial data,0.8,0.8,0.1,0.65,0.74,0.78,0.82,0.86,0.96,random walk + breakpoint
cases,Wales,2020-11-15,estimate based on partial data,0.8,0.8,0.1,0.65,0.74,0.78,0.82,0.86,0.96,random walk + breakpoint
cases,Wales,2020-11-16,estimate based on partial data,0.8,0.8,0.1,0.65,0.74,0.78,0.82,0.86,0.96,random walk + breakpoint
cases,Wales,2020-10-24,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-10-25,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-10-26,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-10-27,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-10-28,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-10-29,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-10-30,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-10-31,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-11-01,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-11-02,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-11-03,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-11-04,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-11-05,estimate,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-11-06,estimate based on partial data,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-11-07,estimate based on partial data,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Wales,2020-11-08,estimate based on partial data,0.84,0.84,0.02,0.8,0.82,0.83,0.84,0.85,0.87,random walk + breakpoint
cases,Northern Ireland,2020-10-16,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-17,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-18,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-19,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-20,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-21,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-22,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-23,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-24,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-25,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-26,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-27,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-28,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-29,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-30,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-31,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-01,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-02,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-03,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-04,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-05,estimate,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-06,estimate based on partial data,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-07,estimate based on partial data,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-08,estimate based on partial data,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-09,estimate based on partial data,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-10,estimate based on partial data,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-11,estimate based on partial data,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-12,estimate based on partial data,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-13,estimate based on partial data,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-14,estimate based on partial data,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-15,estimate based on partial data,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-11-16,estimate based on partial data,0.89,0.89,0.01,0.87,0.88,0.89,0.89,0.9,0.91,random walk + breakpoint
cases,Northern Ireland,2020-10-04,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Northern Ireland,2020-10-05,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Northern Ireland,2020-10-06,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Northern Ireland,2020-10-07,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Northern Ireland,2020-10-08,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Northern Ireland,2020-10-09,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Northern Ireland,2020-10-10,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Northern Ireland,2020-10-11,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Northern Ireland,2020-10-12,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Northern Ireland,2020-10-13,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Northern Ireland,2020-10-14,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Northern Ireland,2020-10-15,estimate,0.99,0.99,0.03,0.94,0.97,0.98,1,1.01,1.04,random walk + breakpoint
cases,Wales,2020-10-04,estimate,1.03,1.03,0.05,0.94,1,1.02,1.04,1.07,1.12,random walk + breakpoint
cases,Wales,2020-10-05,estimate,1.03,1.03,0.05,0.94,1,1.02,1.04,1.07,1.12,random walk + breakpoint
cases,Wales,2020-10-06,estimate,1.03,1.03,0.05,0.94,1,1.02,1.04,1.07,1.12,random walk + breakpoint
cases,Wales,2020-10-07,estimate,1.03,1.03,0.05,0.94,1,1.02,1.04,1.07,1.12,random walk + breakpoint
cases,Wales,2020-10-08,estimate,1.03,1.03,0.05,0.94,1,1.02,1.04,1.07,1.12,random walk + breakpoint
cases,Wales,2020-10-09,estimate,1.03,1.03,0.05,0.94,1,1.02,1.04,1.07,1.12,random walk + breakpoint
cases,Wales,2020-10-10,estimate,1.03,1.03,0.05,0.94,1,1.02,1.04,1.07,1.12,random walk + breakpoint
cases,Wales,2020-10-18,estimate,1.12,1.12,0.06,1.03,1.08,1.1,1.13,1.16,1.22,random walk + breakpoint
cases,Wales,2020-10-19,estimate,1.12,1.12,0.06,1.03,1.08,1.1,1.13,1.16,1.22,random walk + breakpoint
cases,Wales,2020-10-20,estimate,1.12,1.12,0.06,1.03,1.08,1.1,1.13,1.16,1.22,random walk + breakpoint
cases,Wales,2020-10-21,estimate,1.12,1.12,0.06,1.03,1.08,1.1,1.13,1.16,1.22,random walk + breakpoint
cases,Wales,2020-10-22,estimate,1.12,1.12,0.06,1.03,1.08,1.1,1.13,1.16,1.22,random walk + breakpoint
cases,Wales,2020-10-23,estimate,1.12,1.12,0.06,1.03,1.08,1.1,1.13,1.16,1.22,random walk + breakpoint
cases,Wales,2020-09-28,estimate,1.15,1.15,0.07,1.04,1.1,1.13,1.16,1.19,1.27,random walk + breakpoint
cases,Wales,2020-09-29,estimate,1.15,1.15,0.07,1.04,1.1,1.13,1.16,1.19,1.27,random walk + breakpoint
cases,Wales,2020-09-30,estimate,1.15,1.15,0.07,1.04,1.1,1.13,1.16,1.19,1.27,random walk + breakpoint
cases,Wales,2020-10-01,estimate,1.15,1.15,0.07,1.04,1.1,1.13,1.16,1.19,1.27,random walk + breakpoint
cases,Wales,2020-10-02,estimate,1.15,1.15,0.07,1.04,1.1,1.13,1.16,1.19,1.27,random walk + breakpoint
cases,Wales,2020-10-03,estimate,1.15,1.15,0.07,1.04,1.1,1.13,1.16,1.19,1.27,random walk + breakpoint
cases,Wales,2020-10-11,estimate,1.18,1.18,0.05,1.09,1.14,1.16,1.19,1.21,1.27,random walk + breakpoint
cases,Wales,2020-10-12,estimate,1.18,1.18,0.05,1.09,1.14,1.16,1.19,1.21,1.27,random walk + breakpoint
cases,Wales,2020-10-13,estimate,1.18,1.18,0.05,1.09,1.14,1.16,1.19,1.21,1.27,random walk + breakpoint
cases,Wales,2020-10-14,estimate,1.18,1.18,0.05,1.09,1.14,1.16,1.19,1.21,1.27,random walk + breakpoint
cases,Wales,2020-10-15,estimate,1.18,1.18,0.05,1.09,1.14,1.16,1.19,1.21,1.27,random walk + breakpoint
cases,Wales,2020-10-16,estimate,1.18,1.18,0.05,1.09,1.14,1.16,1.19,1.21,1.27,random walk + breakpoint
cases,Wales,2020-10-17,estimate,1.18,1.18,0.05,1.09,1.14,1.16,1.19,1.21,1.27,random walk + breakpoint
cases,Northern Ireland,2020-09-28,estimate,1.32,1.32,0.09,1.18,1.26,1.3,1.34,1.38,1.47,random walk + breakpoint
cases,Northern Ireland,2020-09-29,estimate,1.32,1.32,0.09,1.18,1.26,1.3,1.34,1.38,1.47,random walk + breakpoint
cases,Northern Ireland,2020-09-30,estimate,1.32,1.32,0.09,1.18,1.26,1.3,1.34,1.38,1.47,random walk + breakpoint
cases,Northern Ireland,2020-10-01,estimate,1.32,1.32,0.09,1.18,1.26,1.3,1.34,1.38,1.47,random walk + breakpoint
cases,Northern Ireland,2020-10-02,estimate,1.32,1.32,0.09,1.18,1.26,1.3,1.34,1.38,1.47,random walk + breakpoint
cases,Northern Ireland,2020-10-03,estimate,1.32,1.32,0.09,1.18,1.26,1.3,1.34,1.38,1.47,random walk + breakpoint
admissions,Northern Ireland,2020-10-16,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-17,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-18,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-19,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-20,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-21,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-22,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-23,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-24,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-25,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-26,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-27,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-28,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-29,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-30,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-10-31,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-11-01,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-11-02,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-11-03,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-11-04,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-11-05,estimate,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-11-06,estimate based on partial data,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-11-07,estimate based on partial data,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
admissions,Northern Ireland,2020-11-08,estimate based on partial data,0.9,0.9,0.05,0.82,0.86,0.88,0.91,0.93,0.99,random walk + breakpoint
